X,Y,method,alternative,n,r,CI95%,p-unc,p-corr,p-adjust,BF10,power,X_desc,Y_desc,X_COG,Y_COG,COG_pair
TIGR00382,TIGR03625,pearson,two-sided,42786,0.46053218067093626,[0.45 0.47],0.0,0.0,fdr_bh,inf,1.0,"ATP-dependent Clp protease, ATP-binding subunit ClpX",50S ribosomal protein uL3,O,J,"J,O"
TIGR00382,TIGR03632,pearson,two-sided,43367,0.39936594875908515,[0.39 0.41],0.0,0.0,fdr_bh,inf,1.0,"ATP-dependent Clp protease, ATP-binding subunit ClpX",ribosomal protein uS11,O,J,"J,O"
TIGR00382,TIGR03654,pearson,two-sided,42739,0.3796527547031305,[0.37 0.39],0.0,0.0,fdr_bh,inf,1.0,"ATP-dependent Clp protease, ATP-binding subunit ClpX",ribosomal protein uL6,O,J,"J,O"
TIGR00382,TIGR03723,pearson,two-sided,44655,0.5221079531815376,[0.52 0.53],0.0,0.0,fdr_bh,inf,1.0,"ATP-dependent Clp protease, ATP-binding subunit ClpX",tRNA threonylcarbamoyl adenosine modification protein TsaD,O,J,"J,O"
TIGR00382,TIGR03725,pearson,two-sided,42816,0.41954357805206477,[0.41 0.43],0.0,0.0,fdr_bh,inf,1.0,"ATP-dependent Clp protease, ATP-binding subunit ClpX",tRNA threonylcarbamoyl adenosine modification protein YeaZ,O,J,"J,O"
TIGR00382,TIGR03953,pearson,two-sided,42599,0.39120845163247125,[0.38 0.4 ],0.0,0.0,fdr_bh,inf,1.0,"ATP-dependent Clp protease, ATP-binding subunit ClpX",50S ribosomal protein uL4,O,J,"J,O"
TIGR00392,TIGR00396,pearson,two-sided,50936,0.7913980089041353,[0.79 0.79],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,leucine--tRNA ligase,J,J,"J,J"
TIGR00392,TIGR00398,pearson,two-sided,50477,0.747040395982399,[0.74 0.75],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,methionine--tRNA ligase,J,J,"J,J"
TIGR00392,TIGR00414,pearson,two-sided,50744,0.7932624352511349,[0.79 0.8 ],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,serine--tRNA ligase,J,J,"J,J"
TIGR00392,TIGR00416,pearson,two-sided,44230,0.6905747418958083,[0.69 0.7 ],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,DNA repair protein RadA,J,L,"J,L"
TIGR00392,TIGR00420,pearson,two-sided,49812,0.7484153673046752,[0.74 0.75],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase,J,J,"J,J"
TIGR00392,TIGR00431,pearson,two-sided,50355,0.7168688513259902,[0.71 0.72],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,tRNA pseudouridine(55) synthase,J,J,"J,J"
TIGR00392,TIGR00435,pearson,two-sided,50007,0.7669262425336371,[0.76 0.77],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,cysteine--tRNA ligase,J,J,"J,J"
TIGR00392,TIGR00436,pearson,two-sided,46349,0.7222971303301221,[0.72 0.73],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,GTP-binding protein Era,J,J,"J,J"
TIGR00392,TIGR00442,pearson,two-sided,51141,0.71032625434295,[0.71 0.71],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,histidine--tRNA ligase,J,J,"J,J"
TIGR00392,TIGR00445,pearson,two-sided,49174,0.5468661270361369,[0.54 0.55],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,phospho-N-acetylmuramoyl-pentapeptide-transferase,J,M,"J,M"
TIGR00392,TIGR00456,pearson,two-sided,50441,0.8134359571514083,[0.81 0.82],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,arginine--tRNA ligase,J,J,"J,J"
TIGR00392,TIGR00459,pearson,two-sided,47962,0.7119812703502179,[0.71 0.72],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,aspartate--tRNA ligase,J,J,"J,J"
TIGR00392,TIGR00460,pearson,two-sided,50724,0.7565036840072056,[0.75 0.76],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,methionyl-tRNA formyltransferase,J,J,"J,J"
TIGR00392,TIGR00468,pearson,two-sided,51687,0.7223191326413209,[0.72 0.73],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,"phenylalanine--tRNA ligase, alpha subunit",J,J,"J,J"
TIGR00392,TIGR00472,pearson,two-sided,51012,0.7939804554781601,[0.79 0.8 ],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,"phenylalanine--tRNA ligase, beta subunit",J,J,"J,J"
TIGR00392,TIGR00487,pearson,two-sided,52089,0.617175162285897,[0.61 0.62],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,translation initiation factor IF-2,J,J,"J,J"
TIGR00392,TIGR00496,pearson,two-sided,52557,0.6178767354075024,[0.61 0.62],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,ribosome recycling factor,J,J,"J,J"
TIGR00392,TIGR00539,pearson,two-sided,46654,0.6769843806748648,[0.67 0.68],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,putative oxygen-independent coproporphyrinogen III oxidase,J,H,"H,J"
TIGR00392,TIGR00580,pearson,two-sided,48010,0.7244371681972759,[0.72 0.73],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,transcription-repair coupling factor,J,L,"J,L"
TIGR00392,TIGR00593,pearson,two-sided,50273,0.7786266853996898,[0.78 0.78],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,DNA polymerase I,J,L,"J,L"
TIGR00392,TIGR00615,pearson,two-sided,51310,0.6004915678746929,[0.59 0.61],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,recombination protein RecR,J,L,"J,L"
TIGR00392,TIGR00631,pearson,two-sided,50963,0.7295039267484493,[0.73 0.73],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,excinuclease ABC subunit B,J,L,"J,L"
TIGR00392,TIGR00634,pearson,two-sided,45853,0.7923922216245778,[0.79 0.8 ],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,DNA repair protein RecN,J,L,"J,L"
TIGR00392,TIGR00635,pearson,two-sided,50615,0.6283298170363532,[0.62 0.63],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,Holliday junction DNA helicase RuvB,J,L,"J,L"
TIGR00392,TIGR00643,pearson,two-sided,48625,0.7761034710193604,[0.77 0.78],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,ATP-dependent DNA helicase RecG,J,L,"J,L"
TIGR00392,TIGR00663,pearson,two-sided,49060,0.5937343611360306,[0.59 0.6 ],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,"DNA polymerase III, beta subunit",J,L,"J,L"
TIGR00392,TIGR00717,pearson,two-sided,42632,0.6934304895310314,[0.69 0.7 ],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,ribosomal protein bS1,J,J,"J,J"
TIGR00392,TIGR00755,pearson,two-sided,51182,0.6676863744764625,[0.66 0.67],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,ribosomal RNA small subunit methyltransferase A,J,J,"J,J"
TIGR00392,TIGR00810,pearson,two-sided,51050,0.21106429628376883,[0.2  0.22],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,"preprotein translocase, SecG subunit",J,U,"J,U"
TIGR00392,TIGR00922,pearson,two-sided,48427,0.6623110468733926,[0.66 0.67],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,transcription termination/antitermination factor NusG,J,K,"J,K"
TIGR00392,TIGR00928,pearson,two-sided,44253,0.6908447147847289,[0.69 0.7 ],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,adenylosuccinate lyase,J,F,"F,J"
TIGR00392,TIGR00959,pearson,two-sided,48016,0.6317126817074435,[0.63 0.64],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,signal recognition particle protein,J,U,"J,U"
TIGR00392,TIGR00963,pearson,two-sided,49849,0.7894063469990362,[0.79 0.79],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,"preprotein translocase, SecA subunit",J,U,"J,U"
TIGR00392,TIGR00964,pearson,two-sided,47349,0.4056380596179974,[0.4  0.41],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,"preprotein translocase, SecE subunit",J,U,"J,U"
TIGR00392,TIGR00967,pearson,two-sided,49737,0.5444826466862212,[0.54 0.55],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,"preprotein translocase, SecY subunit",J,U,"J,U"
TIGR00392,TIGR01009,pearson,two-sided,48562,0.5530006075397955,[0.55 0.56],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,ribosomal protein uS3,J,J,"J,J"
TIGR00392,TIGR01011,pearson,two-sided,51246,0.6392117102076479,[0.63 0.64],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,ribosomal protein uS2,J,J,"J,J"
TIGR00392,TIGR01017,pearson,two-sided,49611,0.4342691789383395,[0.43 0.44],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,ribosomal protein uS4,J,J,"J,J"
TIGR00392,TIGR01021,pearson,two-sided,49529,0.6125731723899414,[0.61 0.62],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,ribosomal protein uS5,J,J,"J,J"
TIGR00392,TIGR01029,pearson,two-sided,48595,0.4648960079557499,[0.46 0.47],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,ribosomal protein uS7,J,J,"J,J"
TIGR00392,TIGR01032,pearson,two-sided,51758,0.5042434368944826,[0.5  0.51],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,ribosomal protein bL20,J,J,"J,J"
TIGR00392,TIGR01039,pearson,two-sided,43456,0.5188519302389021,[0.51 0.53],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,"ATP synthase F1, beta subunit",J,C,"C,J"
TIGR00392,TIGR01044,pearson,two-sided,48370,0.3913846600977776,[0.38 0.4 ],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,ribosomal protein uL22,J,J,"J,J"
TIGR00392,TIGR01059,pearson,two-sided,47658,0.6561973700709163,[0.65 0.66],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,"DNA gyrase, B subunit",J,L,"J,L"
TIGR00392,TIGR01063,pearson,two-sided,48754,0.6567993469149134,[0.65 0.66],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,"DNA gyrase, A subunit",J,L,"J,L"
TIGR00392,TIGR01066,pearson,two-sided,51486,0.443517187749405,[0.44 0.45],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,ribosomal protein uL13,J,J,"J,J"
TIGR00392,TIGR01071,pearson,two-sided,49814,0.2619809940613708,[0.25 0.27],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,ribosomal protein uL15,J,J,"J,J"
TIGR00392,TIGR01079,pearson,two-sided,48779,0.5967308741273012,[0.59 0.6 ],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,ribosomal protein uL24,J,J,"J,J"
TIGR00392,TIGR01082,pearson,two-sided,48376,0.753697869522537,[0.75 0.76],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,UDP-N-acetylmuramate--L-alanine ligase,J,M,"J,M"
TIGR00392,TIGR01087,pearson,two-sided,49651,0.7347980825429431,[0.73 0.74],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,UDP-N-acetylmuramoylalanine--D-glutamate ligase,J,M,"J,M"
TIGR00392,TIGR01128,pearson,two-sided,48718,0.7620886255938091,[0.76 0.77],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,"DNA polymerase III, delta subunit",J,L,"J,L"
TIGR00392,TIGR01146,pearson,two-sided,43927,0.5668813403408643,[0.56 0.57],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,"ATP synthase F1, gamma subunit",J,C,"C,J"
TIGR00392,TIGR01164,pearson,two-sided,48665,0.482025437272836,[0.48 0.49],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,ribosomal protein uL16,J,J,"J,J"
TIGR00392,TIGR01169,pearson,two-sided,48411,0.6956966477280031,[0.69 0.7 ],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,ribosomal protein uL1,J,J,"J,J"
TIGR00392,TIGR01171,pearson,two-sided,48685,0.6738441895694208,[0.67 0.68],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,ribosomal protein uL2,J,J,"J,J"
TIGR00392,TIGR01302,pearson,two-sided,44188,0.6988073650151224,[0.69 0.7 ],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,inosine-5'-monophosphate dehydrogenase,J,F,"F,J"
TIGR00392,TIGR01391,pearson,two-sided,49670,0.7915683342368199,[0.79 0.79],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,DNA primase,J,L,"J,L"
TIGR00392,TIGR01393,pearson,two-sided,50809,0.6710780285041968,[0.67 0.68],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,elongation factor 4,J,J,"J,J"
TIGR00392,TIGR01394,pearson,two-sided,47928,0.6771806102923897,[0.67 0.68],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,GTP-binding protein TypA/BipA,J,T,"J,T"
TIGR00392,TIGR01510,pearson,two-sided,48533,0.5346114165162583,[0.53 0.54],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,pantetheine-phosphate adenylyltransferase,J,H,"H,J"
TIGR00392,TIGR01632,pearson,two-sided,48725,0.3680422921296676,[0.36 0.38],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,ribosomal protein uL11,J,J,"J,J"
TIGR00392,TIGR01951,pearson,two-sided,50528,0.6573734010726663,[0.65 0.66],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,transcription antitermination factor NusB,J,K,"J,K"
TIGR00392,TIGR01953,pearson,two-sided,52185,0.6724483488808061,[0.67 0.68],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,transcription termination factor NusA,J,K,"J,K"
TIGR00392,TIGR02012,pearson,two-sided,50503,0.5816208951634051,[0.58 0.59],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,protein RecA,J,L,"J,L"
TIGR00392,TIGR02013,pearson,two-sided,47858,0.6339978037108027,[0.63 0.64],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,"DNA-directed RNA polymerase, beta subunit",J,K,"J,K"
TIGR00392,TIGR02027,pearson,two-sided,49667,0.633674178753346,[0.63 0.64],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,"DNA-directed RNA polymerase, alpha subunit",J,K,"J,K"
TIGR00392,TIGR02075,pearson,two-sided,48972,0.6234869792435398,[0.62 0.63],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,UMP kinase,J,F,"F,J"
TIGR00392,TIGR02191,pearson,two-sided,48589,0.6814445249503549,[0.68 0.69],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,ribonuclease III,J,J,"J,J"
TIGR00392,TIGR02273,pearson,two-sided,44999,0.7064351706399603,[0.7  0.71],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,16S rRNA processing protein RimM,J,J,"J,J"
TIGR00392,TIGR02350,pearson,two-sided,45817,0.4750227369485762,[0.47 0.48],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,chaperone protein DnaK,J,J,"J,J"
TIGR00392,TIGR02386,pearson,two-sided,46686,0.6983753071932028,[0.69 0.7 ],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,"DNA-directed RNA polymerase, beta' subunit",J,K,"J,K"
TIGR00392,TIGR02397,pearson,two-sided,50352,0.7314217715369195,[0.73 0.74],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,"DNA polymerase III, subunit gamma and tau",J,L,"J,L"
TIGR00392,TIGR02432,pearson,two-sided,48983,0.757074668645564,[0.75 0.76],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,tRNA(Ile)-lysidine synthetase,J,J,"J,J"
TIGR00392,TIGR02729,pearson,two-sided,51363,0.717049766956191,[0.71 0.72],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,Obg family GTPase CgtA,J,J,"J,J"
TIGR00392,TIGR03263,pearson,two-sided,48878,0.7294484981384375,[0.73 0.73],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,guanylate kinase,J,F,"F,J"
TIGR00392,TIGR03594,pearson,two-sided,50023,0.7543567872700718,[0.75 0.76],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,ribosome-associated GTPase EngA,J,J,"J,J"
TIGR00392,TIGR03625,pearson,two-sided,49054,0.6324786695275979,[0.63 0.64],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,50S ribosomal protein uL3,J,J,"J,J"
TIGR00392,TIGR03632,pearson,two-sided,49670,0.6293161854713619,[0.62 0.63],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,ribosomal protein uS11,J,J,"J,J"
TIGR00392,TIGR03654,pearson,two-sided,48963,0.5045672888517784,[0.5  0.51],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,ribosomal protein uL6,J,J,"J,J"
TIGR00392,TIGR03723,pearson,two-sided,51156,0.7044341795822467,[0.7  0.71],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,tRNA threonylcarbamoyl adenosine modification protein TsaD,J,J,"J,J"
TIGR00392,TIGR03725,pearson,two-sided,47649,0.589466352739406,[0.58 0.6 ],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,tRNA threonylcarbamoyl adenosine modification protein YeaZ,J,J,"J,J"
TIGR00392,TIGR03953,pearson,two-sided,48809,0.6052110138910327,[0.6  0.61],0.0,0.0,fdr_bh,inf,1.0,isoleucine--tRNA ligase,50S ribosomal protein uL4,J,J,"J,J"
TIGR00396,TIGR00398,pearson,two-sided,51197,0.7614778091114378,[0.76 0.77],0.0,0.0,fdr_bh,inf,1.0,leucine--tRNA ligase,methionine--tRNA ligase,J,J,"J,J"
TIGR00396,TIGR00414,pearson,two-sided,51544,0.7422462276317225,[0.74 0.75],0.0,0.0,fdr_bh,inf,1.0,leucine--tRNA ligase,serine--tRNA ligase,J,J,"J,J"
TIGR00396,TIGR00416,pearson,two-sided,44960,0.6400027214482306,[0.63 0.65],0.0,0.0,fdr_bh,inf,1.0,leucine--tRNA ligase,DNA repair protein RadA,J,L,"J,L"
TIGR00396,TIGR00420,pearson,two-sided,50693,0.7414388773088902,[0.74 0.75],0.0,0.0,fdr_bh,inf,1.0,leucine--tRNA ligase,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase,J,J,"J,J"
TIGR00396,TIGR00431,pearson,two-sided,51224,0.683214053796974,[0.68 0.69],0.0,0.0,fdr_bh,inf,1.0,leucine--tRNA ligase,tRNA pseudouridine(55) synthase,J,J,"J,J"
TIGR00396,TIGR00435,pearson,two-sided,50890,0.7704692565093086,[0.77 0.77],0.0,0.0,fdr_bh,inf,1.0,leucine--tRNA ligase,cysteine--tRNA ligase,J,J,"J,J"
TIGR00396,TIGR00436,pearson,two-sided,47129,0.6598873007107922,[0.65 0.66],0.0,0.0,fdr_bh,inf,1.0,leucine--tRNA ligase,GTP-binding protein Era,J,J,"J,J"
TIGR00396,TIGR00442,pearson,two-sided,51827,0.617164203467888,[0.61 0.62],0.0,0.0,fdr_bh,inf,1.0,leucine--tRNA ligase,histidine--tRNA ligase,J,J,"J,J"
TIGR00396,TIGR00445,pearson,two-sided,49891,0.603557513684029,[0.6  0.61],0.0,0.0,fdr_bh,inf,1.0,leucine--tRNA ligase,phospho-N-acetylmuramoyl-pentapeptide-transferase,J,M,"J,M"
TIGR00396,TIGR00456,pearson,two-sided,51093,0.7488176623441756,[0.74 0.75],0.0,0.0,fdr_bh,inf,1.0,leucine--tRNA ligase,arginine--tRNA ligase,J,J,"J,J"
TIGR00396,TIGR00459,pearson,two-sided,48762,0.7743632490654988,[0.77 0.78],0.0,0.0,fdr_bh,inf,1.0,leucine--tRNA ligase,aspartate--tRNA ligase,J,J,"J,J"
TIGR00396,TIGR00460,pearson,two-sided,51638,0.7320579834741421,[0.73 0.74],0.0,0.0,fdr_bh,inf,1.0,leucine--tRNA ligase,methionyl-tRNA formyltransferase,J,J,"J,J"
TIGR00396,TIGR00468,pearson,two-sided,52602,0.7582644718619918,[0.75 0.76],0.0,0.0,fdr_bh,inf,1.0,leucine--tRNA ligase,"phenylalanine--tRNA ligase, alpha subunit",J,J,"J,J"
TIGR00396,TIGR00472,pearson,two-sided,51947,0.7617980545930614,[0.76 0.77],0.0,0.0,fdr_bh,inf,1.0,leucine--tRNA ligase,"phenylalanine--tRNA ligase, beta subunit",J,J,"J,J"
TIGR00396,TIGR00487,pearson,two-sided,52948,0.5929251199720819,[0.59 0.6 ],0.0,0.0,fdr_bh,inf,1.0,leucine--tRNA ligase,translation initiation factor IF-2,J,J,"J,J"
TIGR00396,TIGR00496,pearson,two-sided,53506,0.6147535535339651,[0.61 0.62],0.0,0.0,fdr_bh,inf,1.0,leucine--tRNA ligase,ribosome recycling factor,J,J,"J,J"
TIGR00396,TIGR00539,pearson,two-sided,47456,0.6863940624068591,[0.68 0.69],0.0,0.0,fdr_bh,inf,1.0,leucine--tRNA ligase,putative oxygen-independent coproporphyrinogen III oxidase,J,H,"H,J"
TIGR00396,TIGR00580,pearson,two-sided,48786,0.6975354002540886,[0.69 0.7 ],0.0,0.0,fdr_bh,inf,1.0,leucine--tRNA ligase,transcription-repair coupling factor,J,L,"J,L"
TIGR00396,TIGR00593,pearson,two-sided,51155,0.7896318848724425,[0.79 0.79],0.0,0.0,fdr_bh,inf,1.0,leucine--tRNA ligase,DNA polymerase I,J,L,"J,L"
TIGR00396,TIGR00615,pearson,two-sided,52254,0.5682354738708937,[0.56 0.57],0.0,0.0,fdr_bh,inf,1.0,leucine--tRNA ligase,recombination protein RecR,J,L,"J,L"
TIGR00396,TIGR00631,pearson,two-sided,51755,0.701980390545173,[0.7  0.71],0.0,0.0,fdr_bh,inf,1.0,leucine--tRNA ligase,excinuclease ABC subunit B,J,L,"J,L"
TIGR00396,TIGR00634,pearson,two-sided,46561,0.717793818745564,[0.71 0.72],0.0,0.0,fdr_bh,inf,1.0,leucine--tRNA ligase,DNA repair protein RecN,J,L,"J,L"
TIGR00396,TIGR00635,pearson,two-sided,51484,0.6469655685936835,[0.64 0.65],0.0,0.0,fdr_bh,inf,1.0,leucine--tRNA ligase,Holliday junction DNA helicase RuvB,J,L,"J,L"
TIGR00396,TIGR00643,pearson,two-sided,49560,0.7534430128135808,[0.75 0.76],0.0,0.0,fdr_bh,inf,1.0,leucine--tRNA ligase,ATP-dependent DNA helicase RecG,J,L,"J,L"
TIGR00396,TIGR00663,pearson,two-sided,49838,0.6214225404487224,[0.62 0.63],0.0,0.0,fdr_bh,inf,1.0,leucine--tRNA ligase,"DNA polymerase III, beta subunit",J,L,"J,L"
TIGR00396,TIGR00717,pearson,two-sided,43507,0.708014289938047,[0.7  0.71],0.0,0.0,fdr_bh,inf,1.0,leucine--tRNA ligase,ribosomal protein bS1,J,J,"J,J"
TIGR00396,TIGR00755,pearson,two-sided,52175,0.6774058240149441,[0.67 0.68],0.0,0.0,fdr_bh,inf,1.0,leucine--tRNA ligase,ribosomal RNA small subunit methyltransferase A,J,J,"J,J"
TIGR00396,TIGR00810,pearson,two-sided,51939,0.20811237994058213,[0.2  0.22],0.0,0.0,fdr_bh,inf,1.0,leucine--tRNA ligase,"preprotein translocase, SecG subunit",J,U,"J,U"
TIGR00396,TIGR00922,pearson,two-sided,49344,0.579523674474084,[0.57 0.59],0.0,0.0,fdr_bh,inf,1.0,leucine--tRNA ligase,transcription termination/antitermination factor NusG,J,K,"J,K"
TIGR00396,TIGR00928,pearson,two-sided,44966,0.6179661301854307,[0.61 0.62],0.0,0.0,fdr_bh,inf,1.0,leucine--tRNA ligase,adenylosuccinate lyase,J,F,"F,J"
TIGR00396,TIGR00959,pearson,two-sided,48825,0.680182133358862,[0.68 0.68],0.0,0.0,fdr_bh,inf,1.0,leucine--tRNA ligase,signal recognition particle protein,J,U,"J,U"
TIGR00396,TIGR00963,pearson,two-sided,50656,0.7323786961875377,[0.73 0.74],0.0,0.0,fdr_bh,inf,1.0,leucine--tRNA ligase,"preprotein translocase, SecA subunit",J,U,"J,U"
TIGR00396,TIGR00964,pearson,two-sided,48257,0.4767998087895382,[0.47 0.48],0.0,0.0,fdr_bh,inf,1.0,leucine--tRNA ligase,"preprotein translocase, SecE subunit",J,U,"J,U"
TIGR00396,TIGR00967,pearson,two-sided,50560,0.5509003425084597,[0.54 0.56],0.0,0.0,fdr_bh,inf,1.0,leucine--tRNA ligase,"preprotein translocase, SecY subunit",J,U,"J,U"
TIGR00396,TIGR01009,pearson,two-sided,49478,0.5803835462155067,[0.57 0.59],0.0,0.0,fdr_bh,inf,1.0,leucine--tRNA ligase,ribosomal protein uS3,J,J,"J,J"
TIGR00396,TIGR01011,pearson,two-sided,52140,0.6182854529112515,[0.61 0.62],0.0,0.0,fdr_bh,inf,1.0,leucine--tRNA ligase,ribosomal protein uS2,J,J,"J,J"
TIGR00396,TIGR01017,pearson,two-sided,50548,0.44800108271415084,[0.44 0.45],0.0,0.0,fdr_bh,inf,1.0,leucine--tRNA ligase,ribosomal protein uS4,J,J,"J,J"
TIGR00396,TIGR01021,pearson,two-sided,50445,0.5582955468235348,[0.55 0.56],0.0,0.0,fdr_bh,inf,1.0,leucine--tRNA ligase,ribosomal protein uS5,J,J,"J,J"
TIGR00396,TIGR01029,pearson,two-sided,49455,0.38342483913195585,[0.38 0.39],0.0,0.0,fdr_bh,inf,1.0,leucine--tRNA ligase,ribosomal protein uS7,J,J,"J,J"
TIGR00396,TIGR01032,pearson,two-sided,52723,0.5245158218714328,[0.52 0.53],0.0,0.0,fdr_bh,inf,1.0,leucine--tRNA ligase,ribosomal protein bL20,J,J,"J,J"
TIGR00396,TIGR01039,pearson,two-sided,44200,0.5316086925292738,[0.52 0.54],0.0,0.0,fdr_bh,inf,1.0,leucine--tRNA ligase,"ATP synthase F1, beta subunit",J,C,"C,J"
TIGR00396,TIGR01044,pearson,two-sided,49284,0.49829530983559583,[0.49 0.5 ],0.0,0.0,fdr_bh,inf,1.0,leucine--tRNA ligase,ribosomal protein uL22,J,J,"J,J"
TIGR00396,TIGR01059,pearson,two-sided,48500,0.6847585609579272,[0.68 0.69],0.0,0.0,fdr_bh,inf,1.0,leucine--tRNA ligase,"DNA gyrase, B subunit",J,L,"J,L"
TIGR00396,TIGR01063,pearson,two-sided,49561,0.6974218991849356,[0.69 0.7 ],0.0,0.0,fdr_bh,inf,1.0,leucine--tRNA ligase,"DNA gyrase, A subunit",J,L,"J,L"
TIGR00396,TIGR01066,pearson,two-sided,52495,0.496869805620189,[0.49 0.5 ],0.0,0.0,fdr_bh,inf,1.0,leucine--tRNA ligase,ribosomal protein uL13,J,J,"J,J"
