X,Y,method,covar,alternative,n,r,CI95%,p-unc,p-corr,p-adjust,X_desc,Y_desc,X_COG,Y_COG,COG_pair
TIGR00337,TIGR01171,pearson,['genome_avg_NOSC'],two-sided,47087,0.13065334988076754,[0.12 0.14],2.585684422788851e-178,4.7012444050706377e-178,fdr_bh,CTP synthase,ribosomal protein uL2,F,J,"F,J"
TIGR00337,TIGR01302,pearson,['genome_avg_NOSC'],two-sided,42884,0.30187938352606025,[0.29 0.31],0.0,0.0,fdr_bh,CTP synthase,inosine-5'-monophosphate dehydrogenase,F,F,"F,F"
TIGR00337,TIGR01391,pearson,['genome_avg_NOSC'],two-sided,47433,0.30127007363306607,[0.29 0.31],0.0,0.0,fdr_bh,CTP synthase,DNA primase,F,L,"F,L"
TIGR00337,TIGR01393,pearson,['genome_avg_NOSC'],two-sided,48596,0.23809074042740738,[0.23 0.25],0.0,0.0,fdr_bh,CTP synthase,elongation factor 4,F,J,"F,J"
TIGR00337,TIGR01394,pearson,['genome_avg_NOSC'],two-sided,46031,0.2716826319212561,[0.26 0.28],0.0,0.0,fdr_bh,CTP synthase,GTP-binding protein TypA/BipA,F,T,"F,T"
TIGR00337,TIGR01510,pearson,['genome_avg_NOSC'],two-sided,47016,0.128404919001263,[0.12 0.14],5.41608556250599e-172,9.691942585537035e-172,fdr_bh,CTP synthase,pantetheine-phosphate adenylyltransferase,F,H,"F,H"
TIGR00337,TIGR01632,pearson,['genome_avg_NOSC'],two-sided,46904,0.05371841157595158,[0.04 0.06],2.5219456868524152e-31,3.020750243939984e-31,fdr_bh,CTP synthase,ribosomal protein uL11,F,J,"F,J"
TIGR00337,TIGR01951,pearson,['genome_avg_NOSC'],two-sided,48754,0.17348941858169334,[0.16 0.18],0.0,0.0,fdr_bh,CTP synthase,transcription antitermination factor NusB,F,K,"F,K"
TIGR00337,TIGR01953,pearson,['genome_avg_NOSC'],two-sided,49963,0.23403750203429466,[0.23 0.24],0.0,0.0,fdr_bh,CTP synthase,transcription termination factor NusA,F,K,"F,K"
TIGR00337,TIGR02012,pearson,['genome_avg_NOSC'],two-sided,48281,0.2816037519285261,[0.27 0.29],0.0,0.0,fdr_bh,CTP synthase,protein RecA,F,L,"F,L"
TIGR00337,TIGR02013,pearson,['genome_avg_NOSC'],two-sided,45889,0.43955284315133863,[0.43 0.45],0.0,0.0,fdr_bh,CTP synthase,"DNA-directed RNA polymerase, beta subunit",F,K,"F,K"
TIGR00337,TIGR02027,pearson,['genome_avg_NOSC'],two-sided,47795,0.31382078103846556,[0.31 0.32],0.0,0.0,fdr_bh,CTP synthase,"DNA-directed RNA polymerase, alpha subunit",F,K,"F,K"
TIGR00337,TIGR02075,pearson,['genome_avg_NOSC'],two-sided,47391,0.26859996254735297,[0.26 0.28],0.0,0.0,fdr_bh,CTP synthase,UMP kinase,F,F,"F,F"
TIGR00337,TIGR02191,pearson,['genome_avg_NOSC'],two-sided,46719,0.14891152408738806,[0.14 0.16],8.264403954844733e-230,1.732976335905768e-229,fdr_bh,CTP synthase,ribonuclease III,F,J,"F,J"
TIGR00337,TIGR02273,pearson,['genome_avg_NOSC'],two-sided,43333,0.12190384394856452,[0.11 0.13],4.214975153243413e-143,6.9825806482965125e-143,fdr_bh,CTP synthase,16S rRNA processing protein RimM,F,J,"F,J"
TIGR00337,TIGR02350,pearson,['genome_avg_NOSC'],two-sided,43669,0.23580804621664614,[0.23 0.24],0.0,0.0,fdr_bh,CTP synthase,chaperone protein DnaK,F,J,"F,J"
TIGR00337,TIGR02386,pearson,['genome_avg_NOSC'],two-sided,44693,0.3128518664436197,[0.3  0.32],0.0,0.0,fdr_bh,CTP synthase,"DNA-directed RNA polymerase, beta' subunit",F,K,"F,K"
TIGR00337,TIGR02397,pearson,['genome_avg_NOSC'],two-sided,48331,0.24882551464125172,[0.24 0.26],0.0,0.0,fdr_bh,CTP synthase,"DNA polymerase III, subunit gamma and tau",F,L,"F,L"
TIGR00337,TIGR02432,pearson,['genome_avg_NOSC'],two-sided,47189,0.23117618838768672,[0.22 0.24],0.0,0.0,fdr_bh,CTP synthase,tRNA(Ile)-lysidine synthetase,F,J,"F,J"
TIGR00337,TIGR02729,pearson,['genome_avg_NOSC'],two-sided,49285,0.23755416784008765,[0.23 0.25],0.0,0.0,fdr_bh,CTP synthase,Obg family GTPase CgtA,F,J,"F,J"
TIGR00337,TIGR03263,pearson,['genome_avg_NOSC'],two-sided,47442,0.16750500742076094,[0.16 0.18],1.4981766360367702e-295,3.7533267302815926e-295,fdr_bh,CTP synthase,guanylate kinase,F,F,"F,F"
TIGR00337,TIGR03594,pearson,['genome_avg_NOSC'],two-sided,48104,0.31193899267269193,[0.3  0.32],0.0,0.0,fdr_bh,CTP synthase,ribosome-associated GTPase EngA,F,J,"F,J"
TIGR00337,TIGR03625,pearson,['genome_avg_NOSC'],two-sided,47280,0.13919738652565275,[0.13 0.15],3.578557835924106e-203,6.981121024179814e-203,fdr_bh,CTP synthase,50S ribosomal protein uL3,F,J,"F,J"
TIGR00337,TIGR03632,pearson,['genome_avg_NOSC'],two-sided,47986,0.2390862524500612,[0.23 0.25],0.0,0.0,fdr_bh,CTP synthase,ribosomal protein uS11,F,J,"F,J"
TIGR00337,TIGR03654,pearson,['genome_avg_NOSC'],two-sided,47457,0.2962353677305806,[0.29 0.3 ],0.0,0.0,fdr_bh,CTP synthase,ribosomal protein uL6,F,J,"F,J"
TIGR00337,TIGR03723,pearson,['genome_avg_NOSC'],two-sided,48953,0.24958445154789843,[0.24 0.26],0.0,0.0,fdr_bh,CTP synthase,tRNA threonylcarbamoyl adenosine modification protein TsaD,F,J,"F,J"
TIGR00337,TIGR03725,pearson,['genome_avg_NOSC'],two-sided,45677,0.1659011012632834,[0.16 0.17],3.552927575841782e-279,8.515576667173655e-279,fdr_bh,CTP synthase,tRNA threonylcarbamoyl adenosine modification protein YeaZ,F,J,"F,J"
TIGR00337,TIGR03953,pearson,['genome_avg_NOSC'],two-sided,47149,0.18459249980700013,[0.18 0.19],0.0,0.0,fdr_bh,CTP synthase,50S ribosomal protein uL4,F,J,"F,J"
TIGR00344,TIGR00362,pearson,['genome_avg_NOSC'],two-sided,50510,0.13596142385819604,[0.13 0.14],6.027092053708189e-207,1.1874568781312492e-206,fdr_bh,alanine--tRNA ligase,chromosomal replication initiator protein DnaA,J,L,"J,L"
TIGR00344,TIGR00382,pearson,['genome_avg_NOSC'],two-sided,44759,0.19719087237194136,[0.19 0.21],0.0,0.0,fdr_bh,alanine--tRNA ligase,"ATP-dependent Clp protease, ATP-binding subunit ClpX",J,O,"J,O"
TIGR00344,TIGR00392,pearson,['genome_avg_NOSC'],two-sided,51309,0.4886778305612055,[0.48 0.5 ],0.0,0.0,fdr_bh,alanine--tRNA ligase,isoleucine--tRNA ligase,J,J,"J,J"
TIGR00344,TIGR00396,pearson,['genome_avg_NOSC'],two-sided,52140,0.2960081791831039,[0.29 0.3 ],0.0,0.0,fdr_bh,alanine--tRNA ligase,leucine--tRNA ligase,J,J,"J,J"
TIGR00344,TIGR00398,pearson,['genome_avg_NOSC'],two-sided,51589,0.29775319976892095,[0.29 0.31],0.0,0.0,fdr_bh,alanine--tRNA ligase,methionine--tRNA ligase,J,J,"J,J"
TIGR00344,TIGR00414,pearson,['genome_avg_NOSC'],two-sided,51979,0.42798620958999567,[0.42 0.43],0.0,0.0,fdr_bh,alanine--tRNA ligase,serine--tRNA ligase,J,J,"J,J"
TIGR00344,TIGR00416,pearson,['genome_avg_NOSC'],two-sided,45376,0.20949753571383115,[0.2  0.22],0.0,0.0,fdr_bh,alanine--tRNA ligase,DNA repair protein RadA,J,L,"J,L"
TIGR00344,TIGR00420,pearson,['genome_avg_NOSC'],two-sided,51150,0.14683233756324918,[0.14 0.16],2.0401531532316993e-244,4.4601021169854053e-244,fdr_bh,alanine--tRNA ligase,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase,J,J,"J,J"
TIGR00344,TIGR00431,pearson,['genome_avg_NOSC'],two-sided,51612,0.28817963556854886,[0.28 0.3 ],0.0,0.0,fdr_bh,alanine--tRNA ligase,tRNA pseudouridine(55) synthase,J,J,"J,J"
TIGR00344,TIGR00435,pearson,['genome_avg_NOSC'],two-sided,51264,0.26310566531453006,[0.26 0.27],0.0,0.0,fdr_bh,alanine--tRNA ligase,cysteine--tRNA ligase,J,J,"J,J"
TIGR00344,TIGR00436,pearson,['genome_avg_NOSC'],two-sided,47607,0.34224418537885803,[0.33 0.35],0.0,0.0,fdr_bh,alanine--tRNA ligase,GTP-binding protein Era,J,J,"J,J"
TIGR00344,TIGR00442,pearson,['genome_avg_NOSC'],two-sided,52349,0.3907343183545546,[0.38 0.4 ],0.0,0.0,fdr_bh,alanine--tRNA ligase,histidine--tRNA ligase,J,J,"J,J"
TIGR00344,TIGR00445,pearson,['genome_avg_NOSC'],two-sided,50386,-0.1064866892693283,[-0.12 -0.1 ],5.685994202086598e-127,9.114952537696073e-127,fdr_bh,alanine--tRNA ligase,phospho-N-acetylmuramoyl-pentapeptide-transferase,J,M,"J,M"
TIGR00344,TIGR00456,pearson,['genome_avg_NOSC'],two-sided,51496,0.3115783000758992,[0.3  0.32],0.0,0.0,fdr_bh,alanine--tRNA ligase,arginine--tRNA ligase,J,J,"J,J"
TIGR00344,TIGR00459,pearson,['genome_avg_NOSC'],two-sided,49202,0.1987214225322454,[0.19 0.21],0.0,0.0,fdr_bh,alanine--tRNA ligase,aspartate--tRNA ligase,J,J,"J,J"
TIGR00344,TIGR00460,pearson,['genome_avg_NOSC'],two-sided,52055,0.2938470419410982,[0.29 0.3 ],0.0,0.0,fdr_bh,alanine--tRNA ligase,methionyl-tRNA formyltransferase,J,J,"J,J"
TIGR00344,TIGR00468,pearson,['genome_avg_NOSC'],two-sided,53014,0.16036610963808662,[0.15 0.17],2.657603315291135e-302,6.815836088785454e-302,fdr_bh,alanine--tRNA ligase,"phenylalanine--tRNA ligase, alpha subunit",J,J,"J,J"
TIGR00344,TIGR00472,pearson,['genome_avg_NOSC'],two-sided,52337,0.2729071605449232,[0.26 0.28],0.0,0.0,fdr_bh,alanine--tRNA ligase,"phenylalanine--tRNA ligase, beta subunit",J,J,"J,J"
TIGR00344,TIGR00487,pearson,['genome_avg_NOSC'],two-sided,53396,0.17100347638651142,[0.16 0.18],0.0,0.0,fdr_bh,alanine--tRNA ligase,translation initiation factor IF-2,J,J,"J,J"
TIGR00344,TIGR00496,pearson,['genome_avg_NOSC'],two-sided,53903,0.26891199163252155,[0.26 0.28],0.0,0.0,fdr_bh,alanine--tRNA ligase,ribosome recycling factor,J,J,"J,J"
TIGR00344,TIGR00539,pearson,['genome_avg_NOSC'],two-sided,47922,0.11031300570760104,[0.1  0.12],1.3113879571959037e-129,2.1121836260723556e-129,fdr_bh,alanine--tRNA ligase,putative oxygen-independent coproporphyrinogen III oxidase,J,H,"H,J"
TIGR00344,TIGR00580,pearson,['genome_avg_NOSC'],two-sided,49298,0.25827069149524773,[0.25 0.27],0.0,0.0,fdr_bh,alanine--tRNA ligase,transcription-repair coupling factor,J,L,"J,L"
TIGR00344,TIGR00593,pearson,['genome_avg_NOSC'],two-sided,51642,0.15129231103090562,[0.14 0.16],5.220274882691197e-262,1.197710882468353e-261,fdr_bh,alanine--tRNA ligase,DNA polymerase I,J,L,"J,L"
TIGR00344,TIGR00615,pearson,['genome_avg_NOSC'],two-sided,52643,0.18196527123909945,[0.17 0.19],0.0,0.0,fdr_bh,alanine--tRNA ligase,recombination protein RecR,J,L,"J,L"
TIGR00344,TIGR00631,pearson,['genome_avg_NOSC'],two-sided,52178,0.34040946660349664,[0.33 0.35],0.0,0.0,fdr_bh,alanine--tRNA ligase,excinuclease ABC subunit B,J,L,"J,L"
TIGR00344,TIGR00634,pearson,['genome_avg_NOSC'],two-sided,47048,0.3552311832921862,[0.35 0.36],0.0,0.0,fdr_bh,alanine--tRNA ligase,DNA repair protein RecN,J,L,"J,L"
TIGR00344,TIGR00635,pearson,['genome_avg_NOSC'],two-sided,52015,0.16335891810902844,[0.15 0.17],6.848634194658903e-308,1.7826922402429664e-307,fdr_bh,alanine--tRNA ligase,Holliday junction DNA helicase RuvB,J,L,"J,L"
TIGR00344,TIGR00643,pearson,['genome_avg_NOSC'],two-sided,49972,0.24501071436984018,[0.24 0.25],0.0,0.0,fdr_bh,alanine--tRNA ligase,ATP-dependent DNA helicase RecG,J,L,"J,L"
TIGR00344,TIGR00663,pearson,['genome_avg_NOSC'],two-sided,50300,0.16424593650689318,[0.16 0.17],4.491093202115786e-301,1.1468671481797823e-300,fdr_bh,alanine--tRNA ligase,"DNA polymerase III, beta subunit",J,L,"J,L"
TIGR00344,TIGR00717,pearson,['genome_avg_NOSC'],two-sided,43741,0.2543931568057946,[0.25 0.26],0.0,0.0,fdr_bh,alanine--tRNA ligase,ribosomal protein bS1,J,J,"J,J"
TIGR00344,TIGR00755,pearson,['genome_avg_NOSC'],two-sided,52566,0.10783666336171245,[0.1  0.12],1.0020585007762865e-135,1.6353594732668993e-135,fdr_bh,alanine--tRNA ligase,ribosomal RNA small subunit methyltransferase A,J,J,"J,J"
TIGR00344,TIGR00810,pearson,['genome_avg_NOSC'],two-sided,52409,0.04041570551575145,[0.03 0.05],2.1254275618097527e-20,2.4370568156932125e-20,fdr_bh,alanine--tRNA ligase,"preprotein translocase, SecG subunit",J,U,"J,U"
TIGR00344,TIGR00922,pearson,['genome_avg_NOSC'],two-sided,49647,0.1065540782801244,[0.1  0.12],2.6992363783023305e-125,4.3096036988100713e-125,fdr_bh,alanine--tRNA ligase,transcription termination/antitermination factor NusG,J,K,"J,K"
TIGR00344,TIGR00928,pearson,['genome_avg_NOSC'],two-sided,45385,0.3117543639349052,[0.3  0.32],0.0,0.0,fdr_bh,alanine--tRNA ligase,adenylosuccinate lyase,J,F,"F,J"
TIGR00344,TIGR00959,pearson,['genome_avg_NOSC'],two-sided,49216,0.012524315825982056,[0.   0.02],0.005461228201948135,0.005672558824834111,fdr_bh,alanine--tRNA ligase,signal recognition particle protein,J,U,"J,U"
TIGR00344,TIGR00963,pearson,['genome_avg_NOSC'],two-sided,51050,0.2993105099297026,[0.29 0.31],0.0,0.0,fdr_bh,alanine--tRNA ligase,"preprotein translocase, SecA subunit",J,U,"J,U"
TIGR00344,TIGR00964,pearson,['genome_avg_NOSC'],two-sided,48555,-0.062334275220176885,[-0.07 -0.05],5.20994059731128e-43,6.51927372323914e-43,fdr_bh,alanine--tRNA ligase,"preprotein translocase, SecE subunit",J,U,"J,U"
TIGR00344,TIGR00967,pearson,['genome_avg_NOSC'],two-sided,50882,0.11730806267698408,[0.11 0.13],2.433159872398173e-155,4.1691292270033486e-155,fdr_bh,alanine--tRNA ligase,"preprotein translocase, SecY subunit",J,U,"J,U"
TIGR00344,TIGR01009,pearson,['genome_avg_NOSC'],two-sided,49710,-0.11631767284285978,[-0.12 -0.11],2.840492332142877e-149,4.773150212167602e-149,fdr_bh,alanine--tRNA ligase,ribosomal protein uS3,J,J,"J,J"
TIGR00344,TIGR01011,pearson,['genome_avg_NOSC'],two-sided,52520,0.17247817915138822,[0.16 0.18],0.0,0.0,fdr_bh,alanine--tRNA ligase,ribosomal protein uS2,J,J,"J,J"
TIGR00344,TIGR01017,pearson,['genome_avg_NOSC'],two-sided,50940,0.20165729274088293,[0.19 0.21],0.0,0.0,fdr_bh,alanine--tRNA ligase,ribosomal protein uS4,J,J,"J,J"
TIGR00344,TIGR01021,pearson,['genome_avg_NOSC'],two-sided,50751,0.21067815503626466,[0.2  0.22],0.0,0.0,fdr_bh,alanine--tRNA ligase,ribosomal protein uS5,J,J,"J,J"
TIGR00344,TIGR01029,pearson,['genome_avg_NOSC'],two-sided,49690,0.3555022481096339,[0.35 0.36],0.0,0.0,fdr_bh,alanine--tRNA ligase,ribosomal protein uS7,J,J,"J,J"
TIGR00344,TIGR01032,pearson,['genome_avg_NOSC'],two-sided,53101,0.1172118396507118,[0.11 0.13],9.209394367026614e-162,1.605348529799073e-161,fdr_bh,alanine--tRNA ligase,ribosomal protein bL20,J,J,"J,J"
TIGR00344,TIGR01039,pearson,['genome_avg_NOSC'],two-sided,44491,0.15221873781545184,[0.14 0.16],8.378143585689253e-229,1.7516821435379578e-228,fdr_bh,alanine--tRNA ligase,"ATP synthase F1, beta subunit",J,C,"C,J"
TIGR00344,TIGR01044,pearson,['genome_avg_NOSC'],two-sided,49518,-0.047759171651600055,[-0.06 -0.04],2.0844457676029153e-26,2.4486579106095452e-26,fdr_bh,alanine--tRNA ligase,ribosomal protein uL22,J,J,"J,J"
TIGR00344,TIGR01059,pearson,['genome_avg_NOSC'],two-sided,48837,0.04814180196375519,[0.04 0.06],1.8459149825082717e-26,2.168805821146793e-26,fdr_bh,alanine--tRNA ligase,"DNA gyrase, B subunit",J,L,"J,L"
TIGR00344,TIGR01063,pearson,['genome_avg_NOSC'],two-sided,49899,0.067035788940343,[0.06 0.08],8.426868319546686e-51,1.087043176180006e-50,fdr_bh,alanine--tRNA ligase,"DNA gyrase, A subunit",J,L,"J,L"
TIGR00344,TIGR01066,pearson,['genome_avg_NOSC'],two-sided,52879,0.1504425201016622,[0.14 0.16],3.220065194556271e-265,7.44535799518516e-265,fdr_bh,alanine--tRNA ligase,ribosomal protein uL13,J,J,"J,J"
TIGR00344,TIGR01071,pearson,['genome_avg_NOSC'],two-sided,51050,0.10239425899533909,[0.09 0.11],5.066440175495285e-119,7.959160143682363e-119,fdr_bh,alanine--tRNA ligase,ribosomal protein uL15,J,J,"J,J"
TIGR00344,TIGR01079,pearson,['genome_avg_NOSC'],two-sided,49979,0.09266126618748903,[0.08 0.1 ],1.0105985016098337e-95,1.4877676910297344e-95,fdr_bh,alanine--tRNA ligase,ribosomal protein uL24,J,J,"J,J"
TIGR00344,TIGR01082,pearson,['genome_avg_NOSC'],two-sided,49602,0.3049682292439118,[0.3  0.31],0.0,0.0,fdr_bh,alanine--tRNA ligase,UDP-N-acetylmuramate--L-alanine ligase,J,M,"J,M"
TIGR00344,TIGR01087,pearson,['genome_avg_NOSC'],two-sided,50922,0.16418780912187897,[0.16 0.17],1.4897112838269585e-304,3.845458628533798e-304,fdr_bh,alanine--tRNA ligase,UDP-N-acetylmuramoylalanine--D-glutamate ligase,J,M,"J,M"
TIGR00344,TIGR01128,pearson,['genome_avg_NOSC'],two-sided,50108,0.24647958300607628,[0.24 0.25],0.0,0.0,fdr_bh,alanine--tRNA ligase,"DNA polymerase III, delta subunit",J,L,"J,L"
TIGR00344,TIGR01146,pearson,['genome_avg_NOSC'],two-sided,45025,0.20099367556231132,[0.19 0.21],0.0,0.0,fdr_bh,alanine--tRNA ligase,"ATP synthase F1, gamma subunit",J,C,"C,J"
TIGR00344,TIGR01164,pearson,['genome_avg_NOSC'],two-sided,49821,0.028924499707093567,[0.02 0.04],1.0662177049452675e-10,1.1667117874803387e-10,fdr_bh,alanine--tRNA ligase,ribosomal protein uL16,J,J,"J,J"
TIGR00344,TIGR01169,pearson,['genome_avg_NOSC'],two-sided,49661,0.33102649657804706,[0.32 0.34],0.0,0.0,fdr_bh,alanine--tRNA ligase,ribosomal protein uL1,J,J,"J,J"
TIGR00344,TIGR01171,pearson,['genome_avg_NOSC'],two-sided,49816,0.05363143920452688,[0.04 0.06],4.607575996640771e-33,5.553357970292894e-33,fdr_bh,alanine--tRNA ligase,ribosomal protein uL2,J,J,"J,J"
TIGR00344,TIGR01302,pearson,['genome_avg_NOSC'],two-sided,45397,0.29051847887533394,[0.28 0.3 ],0.0,0.0,fdr_bh,alanine--tRNA ligase,inosine-5'-monophosphate dehydrogenase,J,F,"F,J"
TIGR00344,TIGR01391,pearson,['genome_avg_NOSC'],two-sided,50899,0.2716625822544913,[0.26 0.28],0.0,0.0,fdr_bh,alanine--tRNA ligase,DNA primase,J,L,"J,L"
TIGR00344,TIGR01393,pearson,['genome_avg_NOSC'],two-sided,51979,0.2283238364434245,[0.22 0.24],0.0,0.0,fdr_bh,alanine--tRNA ligase,elongation factor 4,J,J,"J,J"
TIGR00344,TIGR01394,pearson,['genome_avg_NOSC'],two-sided,49157,0.27882760745515656,[0.27 0.29],0.0,0.0,fdr_bh,alanine--tRNA ligase,GTP-binding protein TypA/BipA,J,T,"J,T"
TIGR00344,TIGR01510,pearson,['genome_avg_NOSC'],two-sided,49849,0.02998189801023153,[0.02 0.04],2.152365570034052e-11,2.363927114296744e-11,fdr_bh,alanine--tRNA ligase,pantetheine-phosphate adenylyltransferase,J,H,"H,J"
TIGR00344,TIGR01632,pearson,['genome_avg_NOSC'],two-sided,49917,0.10537814826784642,[0.1  0.11],3.142388287000892e-123,4.9892489146511823e-123,fdr_bh,alanine--tRNA ligase,ribosomal protein uL11,J,J,"J,J"
TIGR00344,TIGR01951,pearson,['genome_avg_NOSC'],two-sided,51930,0.18700721331747677,[0.18 0.2 ],0.0,0.0,fdr_bh,alanine--tRNA ligase,transcription antitermination factor NusB,J,K,"J,K"
TIGR00344,TIGR01953,pearson,['genome_avg_NOSC'],two-sided,53536,0.2721203289617996,[0.26 0.28],0.0,0.0,fdr_bh,alanine--tRNA ligase,transcription termination factor NusA,J,K,"J,K"
TIGR00344,TIGR02012,pearson,['genome_avg_NOSC'],two-sided,52080,0.28489315945977217,[0.28 0.29],0.0,0.0,fdr_bh,alanine--tRNA ligase,protein RecA,J,L,"J,L"
TIGR00344,TIGR02013,pearson,['genome_avg_NOSC'],two-sided,48947,0.2328262886560093,[0.22 0.24],0.0,0.0,fdr_bh,alanine--tRNA ligase,"DNA-directed RNA polymerase, beta subunit",J,K,"J,K"
TIGR00344,TIGR02027,pearson,['genome_avg_NOSC'],two-sided,50896,0.2532470214836772,[0.25 0.26],0.0,0.0,fdr_bh,alanine--tRNA ligase,"DNA-directed RNA polymerase, alpha subunit",J,K,"J,K"
TIGR00344,TIGR02075,pearson,['genome_avg_NOSC'],two-sided,50186,0.2160354330083821,[0.21 0.22],0.0,0.0,fdr_bh,alanine--tRNA ligase,UMP kinase,J,F,"F,J"
TIGR00344,TIGR02191,pearson,['genome_avg_NOSC'],two-sided,49838,0.23120046245674003,[0.22 0.24],0.0,0.0,fdr_bh,alanine--tRNA ligase,ribonuclease III,J,J,"J,J"
TIGR00344,TIGR02273,pearson,['genome_avg_NOSC'],two-sided,46241,0.21560075581883442,[0.21 0.22],0.0,0.0,fdr_bh,alanine--tRNA ligase,16S rRNA processing protein RimM,J,J,"J,J"
TIGR00344,TIGR02350,pearson,['genome_avg_NOSC'],two-sided,46901,0.03391970135543255,[0.02 0.04],2.016355022095271e-13,2.2407431685229939e-13,fdr_bh,alanine--tRNA ligase,chaperone protein DnaK,J,J,"J,J"
TIGR00344,TIGR02386,pearson,['genome_avg_NOSC'],two-sided,47632,0.18054306779515833,[0.17 0.19],0.0,0.0,fdr_bh,alanine--tRNA ligase,"DNA-directed RNA polymerase, beta' subunit",J,K,"J,K"
TIGR00344,TIGR02397,pearson,['genome_avg_NOSC'],two-sided,51688,0.1081849629696764,[0.1  0.12],2.3922599911817457e-134,3.892601717647599e-134,fdr_bh,alanine--tRNA ligase,"DNA polymerase III, subunit gamma and tau",J,L,"J,L"
TIGR00344,TIGR02432,pearson,['genome_avg_NOSC'],two-sided,50259,0.16412088833991748,[0.16 0.17],2.2743161910260197e-300,5.80365175265396e-300,fdr_bh,alanine--tRNA ligase,tRNA(Ile)-lysidine synthetase,J,J,"J,J"
TIGR00344,TIGR02729,pearson,['genome_avg_NOSC'],two-sided,52681,0.2687003763340659,[0.26 0.28],0.0,0.0,fdr_bh,alanine--tRNA ligase,Obg family GTPase CgtA,J,J,"J,J"
TIGR00344,TIGR03263,pearson,['genome_avg_NOSC'],two-sided,50305,0.3696885620892724,[0.36 0.38],0.0,0.0,fdr_bh,alanine--tRNA ligase,guanylate kinase,J,F,"F,J"
TIGR00344,TIGR03594,pearson,['genome_avg_NOSC'],two-sided,51459,0.23039704470716094,[0.22 0.24],0.0,0.0,fdr_bh,alanine--tRNA ligase,ribosome-associated GTPase EngA,J,J,"J,J"
TIGR00344,TIGR03625,pearson,['genome_avg_NOSC'],two-sided,50229,0.22797897319266022,[0.22 0.24],0.0,0.0,fdr_bh,alanine--tRNA ligase,50S ribosomal protein uL3,J,J,"J,J"
TIGR00344,TIGR03632,pearson,['genome_avg_NOSC'],two-sided,50894,0.2740186536193865,[0.27 0.28],0.0,0.0,fdr_bh,alanine--tRNA ligase,ribosomal protein uS11,J,J,"J,J"
TIGR00344,TIGR03654,pearson,['genome_avg_NOSC'],two-sided,50124,0.28353826657134384,[0.28 0.29],0.0,0.0,fdr_bh,alanine--tRNA ligase,ribosomal protein uL6,J,J,"J,J"
TIGR00344,TIGR03723,pearson,['genome_avg_NOSC'],two-sided,52537,0.22690692111301974,[0.22 0.24],0.0,0.0,fdr_bh,alanine--tRNA ligase,tRNA threonylcarbamoyl adenosine modification protein TsaD,J,J,"J,J"
TIGR00344,TIGR03725,pearson,['genome_avg_NOSC'],two-sided,48882,0.19050811562856235,[0.18 0.2 ],0.0,0.0,fdr_bh,alanine--tRNA ligase,tRNA threonylcarbamoyl adenosine modification protein YeaZ,J,J,"J,J"
TIGR00344,TIGR03953,pearson,['genome_avg_NOSC'],two-sided,50002,0.03792537429929085,[0.03 0.05],2.1890278129307765e-17,2.4757894161770544e-17,fdr_bh,alanine--tRNA ligase,50S ribosomal protein uL4,J,J,"J,J"
TIGR00362,TIGR00382,pearson,['genome_avg_NOSC'],two-sided,43263,0.22255571166199614,[0.21 0.23],0.0,0.0,fdr_bh,chromosomal replication initiator protein DnaA,"ATP-dependent Clp protease, ATP-binding subunit ClpX",L,O,"L,O"
TIGR00362,TIGR00392,pearson,['genome_avg_NOSC'],two-sided,49236,0.27254962126913973,[0.26 0.28],0.0,0.0,fdr_bh,chromosomal replication initiator protein DnaA,isoleucine--tRNA ligase,L,J,"J,L"
TIGR00362,TIGR00396,pearson,['genome_avg_NOSC'],two-sided,50163,0.21483166645282717,[0.21 0.22],0.0,0.0,fdr_bh,chromosomal replication initiator protein DnaA,leucine--tRNA ligase,L,J,"J,L"
TIGR00362,TIGR00398,pearson,['genome_avg_NOSC'],two-sided,49479,0.2231009134789366,[0.21 0.23],0.0,0.0,fdr_bh,chromosomal replication initiator protein DnaA,methionine--tRNA ligase,L,J,"J,L"
TIGR00362,TIGR00414,pearson,['genome_avg_NOSC'],two-sided,50254,0.27273406799911026,[0.26 0.28],0.0,0.0,fdr_bh,chromosomal replication initiator protein DnaA,serine--tRNA ligase,L,J,"J,L"
TIGR00362,TIGR00416,pearson,['genome_avg_NOSC'],two-sided,43939,0.2433084252030926,[0.23 0.25],0.0,0.0,fdr_bh,chromosomal replication initiator protein DnaA,DNA repair protein RadA,L,L,"L,L"
TIGR00362,TIGR00420,pearson,['genome_avg_NOSC'],two-sided,49237,0.1064235938187099,[0.1  0.12],5.632390467102495e-124,8.956629829646285e-124,fdr_bh,chromosomal replication initiator protein DnaA,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase,L,J,"J,L"
TIGR00362,TIGR00431,pearson,['genome_avg_NOSC'],two-sided,49771,0.13042986809839696,[0.12 0.14],1.0184451345501227e-187,1.9060808022772938e-187,fdr_bh,chromosomal replication initiator protein DnaA,tRNA pseudouridine(55) synthase,L,J,"J,L"
TIGR00362,TIGR00435,pearson,['genome_avg_NOSC'],two-sided,49294,0.19432839721208167,[0.19 0.2 ],0.0,0.0,fdr_bh,chromosomal replication initiator protein DnaA,cysteine--tRNA ligase,L,J,"J,L"
